source,page
Little_penguin,Melbourne_Zoo
Prehistoric,Three-age_system
Prehistoric,Neolithic
Prehistoric,Old_World
Prehistoric,Chinese_ritual_bronze
Prehistoric,Copper_Hoard_Culture
Prehistoric,Hoard
Prehistoric,Anatolia
Prehistoric,Hittites
Prehistoric,History_of_Mesopotamia
Prehistoric,Iron_Age
Prehistoric,Classical_antiquity
Emperor_penguin,Doi_(identifier)
Emperor_penguin,PMID_(identifier)
Emperor_penguin,Doi_(identifier)
Emperor_penguin,Doi_(identifier)
Emperor_penguin,Doi_(identifier)
Emperor_penguin,PMID_(identifier)
Emperor_penguin,Doi_(identifier)
Subantarctic,Harker_Glacier
Subantarctic,Harmer_Glacier
Subantarctic,Heaney_Glacier
Subantarctic,Helland_Glacier
Subantarctic,Henningsen_Glacier
Subantarctic,Herz_Glacier
Subantarctic,Hindle_Glacier
Subantarctic,Hodges_Glacier
Subantarctic,Horntvedt_Glacier
Oxford_English_Dictionary,ISSN_(identifier)
Oxford_English_Dictionary,Doi_(identifier)
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,Toronto_Star
Spanish_language,Peru
Spanish_language,Quechua_language
Spanish_language,Aymara_language
Spanish_language,Puerto_Rico
Spanish_language,Uruguay
Spanish_language,Venezuela
Spanish_language,British_overseas_territories
Spanish_language,Belize
Spanish_language,Trinidad_and_Tobago
Spanish_language,Brazil
Spanish_language,National_Congress_of_Brazil
Convergent_evolution,Tetrapod
Convergent_evolution,Feather
Convergent_evolution,Carpometacarpus
Convergent_evolution,Cerebroside
Convergent_evolution,Pterosaur
Convergent_evolution,Insects
Convergent_evolution,Insect_wings
Convergent_evolution,Flying_squirrel
Convergent_evolution,Sugar_glider
French_language,International_English
French_language,Second_World_War
French_language,Los_Angeles_Times
French_language,Treaty_of_Versailles
French_language,Grand_Si%C3%A8cle
French_language,Cardinal_Richelieu
Northern_Hemisphere,Manchuria
Northern_Hemisphere,Outer_Manchuria
Northern_Hemisphere,Northeast_China
Northern_Hemisphere,Northeast_China_Plain
Northern_Hemisphere,Mongolian%E2%80%93Manchurian_grassland
Northern_Hemisphere,North_China_Plain
Northern_Hemisphere,Yan_Mountains
Breton_language,Lenition
Breton_language,Pontivy
Breton_language,"Baud,_Morbihan"
Breton_language,Cl%C3%A9gu%C3%A9rec
Breton_language,Noyal-Pontivy
Breton_language,Plum%C3%A9liau
Breton_language,Saint-Allouestre
Breton_language,"Saint-Barth%C3%A9lemy,_Morbihan"
Breton_language,Pluvigner
Breton_language,Belle_%C3%8Ele
Breton_language,%C3%8Ele_de_Sein
Breton_language,Finist%C3%A8re
Breton_language,Sauzon
Breton_language,Breton_grammar
Great_auk,James_Joyce
Great_auk,Roc_(mythology)
Great_auk,Penguin_Island_(novel)
Great_auk,Nobel_Prize
Great_auk,Anatole_France
Great_auk,Myopia
Great_auk,Missionary
Great_auk,Stephen_Maturin
Great_auk,Patrick_O%27Brian
Great_auk,The_Surgeon%27s_Mate
Great_auk,Allen_Eckert
Great_auk,Farley_Mowat
Great_auk,Ogden_Nash
Great_auk,W.S._Merwin
Welsh_language,Ysgol_Gymraeg_Aberystwyth
Welsh_language,Ifan_ab_Owen_Edwards
Welsh_language,Norah_Isaac
Welsh_language,Ysgol_Glan_Clwyd
Welsh_language,Rhyl
Welsh_language,National_Curriculum_for_Wales
Welsh_language,Local_education_authority
Welsh_language,Medium_of_instruction
Welsh_language,Open_University
Welsh_language,Coleg_Cymraeg_Cenedlaethol
Welsh_language,Chartered_Engineer
Welsh_language,Institution_of_Engineering_and_Technology
Welsh_language,List_of_Celtic-language_media
National_Center_for_Biotechnology_Information,Australian_Faunal_Directory
National_Center_for_Biotechnology_Information,AlgaeBase
National_Center_for_Biotechnology_Information,AmphibiaWeb
National_Center_for_Biotechnology_Information,AntWeb
National_Center_for_Biotechnology_Information,Australian_Plant_Name_Index
National_Center_for_Biotechnology_Information,ARKive
National_Center_for_Biotechnology_Information,Amphibian_Species_of_the_World
National_Center_for_Biotechnology_Information,Australian_online_fauna_%26_flora_databases
National_Center_for_Biotechnology_Information,Australian_online_fauna_%26_flora_databases
National_Center_for_Biotechnology_Information,BacDive
National_Center_for_Biotechnology_Information,Biodiversity_Heritage_Library
National_Center_for_Biotechnology_Information,BirdLife_International
National_Center_for_Biotechnology_Information,BirdLife_Australia
Penguin,Palaeospheniscinae
Penguin,Biodiversity
Penguin,Clade
Penguin,Order_(biology)
Penguin,Antarctic_Peninsula
Penguin,Patagonia
Penguin,Aptenodytes
Penguin,Pygoscelis
Penguin,Morphology_(biology)
Little_penguin,National_Zoo_%26_Aquarium
Little_penguin,Canberra
Little_penguin,Perth_Zoo
Little_penguin,Ballarat_Wildlife_Park
Little_penguin,Sea_Life_Sydney_Aquarium
Little_penguin,Taronga_Zoo
Little_penguin,Sydney
Little_penguin,Sea_World_(Australia)
Prehistoric,Roman_Empire
Prehistoric,Gallo-Roman
Prehistoric,Ferrous_metallurgy
Prehistoric,Iron
Prehistoric,Axial_Age
Prehistoric,Timeline_of_human_evolution
Prehistoric,Hominini
Prehistoric,Nakalipithecus
Prehistoric,Ouranopithecus
Prehistoric,Oreopithecus
Prehistoric,Sahelanthropus
Prehistoric,Orrorin
Prehistoric,Ardipithecus
Prehistoric,Australopithecus
Emperor_penguin,Doi_(identifier)
Emperor_penguin,Television_New_Zealand
Emperor_penguin,Apsley_Cherry-Garrard
Emperor_penguin,The_Worst_Journey_in_the_World
Emperor_penguin,ISBN_(identifier)
Emperor_penguin,ISBN_(identifier)
Subantarctic,Jacka_Glacier
Subantarctic,Jenkins_Glacier
Subantarctic,Jewell_Glacier
Subantarctic,Keilhau_Glacier
Subantarctic,Kjerulf_Glacier
Subantarctic,K%C3%B6nig_Glacier
Subantarctic,Lancing_Glacier
Subantarctic,Lewald_Glacier
Subantarctic,Lied_Glacier
Subantarctic,Lucas_Glacier
Subantarctic,"Lyell_Glacier,_South_Georgia"
Subantarctic,Morris_Glacier_(South_Georgia)
Oxford_English_Dictionary,Canadian_Press
Oxford_English_Dictionary,Charlotte_Brewer
Oxford_English_Dictionary,Charlotte_Brewer
Oxford_English_Dictionary,Yale_University_Press
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,Peter_Gilliver
Oxford_English_Dictionary,Oxford_University_Press
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,Peter_Gilliver
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,James_Gleick
Spanish_language,President_of_Brazil
Spanish_language,School
Spanish_language,Michel_Temer
Spanish_language,Impeachment_of_Dilma_Rousseff
Spanish_language,Mixed_language
Spanish_language,Riverense_Portu%C3%B1ol
Spanish_language,Spanish_language_in_the_United_States
Spanish_language,New_Mexican_Spanish
Spanish_language,Isle%C3%B1o_Spanish
Spanish_language,Hispanic
Spanish_language,Hispanic_America
Spanish_language,Southwestern_United_States
Convergent_evolution,Hummingbird_hawk-moth
Convergent_evolution,Hummingbird
Convergent_evolution,Homology_(biology)
Convergent_evolution,Proboscis
Convergent_evolution,Bee
Convergent_evolution,Flower_beetle
Convergent_evolution,Flea
Convergent_evolution,Mosquito
Convergent_evolution,Opposable_thumb
Convergent_evolution,Primates
Convergent_evolution,Giant_pandas
Convergent_evolution,Human_skin_color
Convergent_evolution,Out_of_Africa_hypothesis
French_language,Louis_XIV_of_France
French_language,Acad%C3%A9mie_fran%C3%A7aise
French_language,French_government
French_language,Patois
French_language,Henri_Gr%C3%A9goire
French_language,Compulsory_education
French_language,French_school_system
French_language,Occitania
French_language,Brittany
French_language,Departments_of_France
French_language,Finist%C3%A8re
French_language,Brittany
Northern_Hemisphere,Kunlun_Mountains
Northern_Hemisphere,Liaodong_Peninsula
Northern_Hemisphere,High-mountain_Asia
Northern_Hemisphere,Himalayas
Northern_Hemisphere,Tibetan_Plateau
Northern_Hemisphere,Tibet
Northern_Hemisphere,Karakoram
Northern_Hemisphere,Tarim_Basin
Northern_Hemisphere,Sichuan_Basin
Northern_Hemisphere,Northern_Silk_Road
Northern_Hemisphere,Hexi_Corridor
Northern_Hemisphere,Nanzhong
Breton_language,Singulative
Breton_language,Collective_nouns
Breton_language,Vowel_harmony
Breton_language,Ablaut
Breton_language,English_language
Breton_language,Grammatical_aspect
Breton_language,Progressive_tense
Breton_language,Celtic_languages
Breton_language,Inflected_preposition
Breton_language,Cornish_language
Breton_language,Welsh_language
Breton_language,Irish_language
Breton_language,Scottish_Gaelic
Breton_language,Manx_language
Great_auk,Night_of_the_Auk
Great_auk,Doctor_Who
Great_auk,Big_Finish_Productions
Great_auk,Still_Life_at_the_Penguin_Cafe
Great_auk,Rockford%27s_Rock_Opera
Great_auk,Igor_Stravinsky
Great_auk,The_Rake%27s_Progress
Great_auk,W._H._Auden
Great_auk,Chester_Kallman
Great_auk,Mascot
Great_auk,Archmere_Academy
Great_auk,"Claymont,_Delaware"
Great_auk,Adelaide_University
Great_auk,Australia
Welsh_language,Windows_7
Welsh_language,Microsoft_Windows_XP
Welsh_language,Windows_Vista
Welsh_language,Microsoft_Office
Welsh_language,LibreOffice
Welsh_language,OpenOffice.org
Welsh_language,Mozilla_Firefox
Welsh_language,Linux_distribution
Welsh_language,Blog
Welsh_language,Facebook
Welsh_language,Welsh_Language_Board
Welsh_language,SMS
Welsh_language,Predictive_text
National_Center_for_Biotechnology_Information,Barcode_of_Life_Data_System
National_Center_for_Biotechnology_Information,British_Trust_for_Ornithology
National_Center_for_Biotechnology_Information,BugGuide
National_Center_for_Biotechnology_Information,Center_for_Biological_Diversity
National_Center_for_Biotechnology_Information,Convention_on_the_Conservation_of_Migratory_Species_of_Wild_Animals
National_Center_for_Biotechnology_Information,California_Native_Plant_Society
National_Center_for_Biotechnology_Information,EBird
National_Center_for_Biotechnology_Information,Ecocrop
National_Center_for_Biotechnology_Information,State_Herbarium_of_South_Australia
National_Center_for_Biotechnology_Information,Encyclopedia_of_Life
National_Center_for_Biotechnology_Information,EPPO_Code
National_Center_for_Biotechnology_Information,European_Nature_Information_System
National_Center_for_Biotechnology_Information,Fauna_Europaea
National_Center_for_Biotechnology_Information,Fauna_Europaea
National_Center_for_Biotechnology_Information,FishBase
National_Center_for_Biotechnology_Information,FloraBase
Penguin,Autapomorph
Penguin,Adaptation_(biology)
Penguin,Habitat
Penguin,Burdigalian
Penguin,Miocene
Little_penguin,"Gold_Coast,_Queensland"
Little_penguin,Auckland_Zoo
Little_penguin,Wellington_Zoo
Little_penguin,National_Aquarium_of_New_Zealand
Little_penguin,New_England_Aquarium
Little_penguin,Association_of_Zoos_and_Aquariums
Little_penguin,Species_Survival_Plan
Little_penguin,Louisville_Zoo
Little_penguin,Bronx_Zoo
Little_penguin,Linus_Torvalds
Little_penguin,Linux
Little_penguin,Kernel_(computer_science)
Little_penguin,Tux_(mascot)
Prehistoric,Homo_habilis
Prehistoric,Homo_erectus
Prehistoric,Homo_heidelbergensis
Prehistoric,Anatomically_modern_human
Prehistoric,Neanderthal
Prehistoric,Gorilla%E2%80%93human_last_common_ancestor
Prehistoric,Human_skeletal_changes_due_to_bipedalism
Prehistoric,Early_expansions_of_hominins_out_of_Africa
Prehistoric,Behavioral_modernity
Prehistoric,Pleistocene
Prehistoric,Pliocene
Prehistoric,Miocene
Emperor_penguin,Wikispecies
Emperor_penguin,Penguin
Emperor_penguin,Order_(biology)
Emperor_penguin,Family_(biology)
Emperor_penguin,Genus
Emperor_penguin,Species
Emperor_penguin,Aptenodytes
Emperor_penguin,King_penguin
Emperor_penguin,Pygoscelis
Emperor_penguin,Ad%C3%A9lie_penguin
Subantarctic,Murray_Snowfield
Subantarctic,Nachtigal_Glacier
Subantarctic,Neumayer_Glacier
Subantarctic,Nordenskj%C3%B6ld_Glacier
Subantarctic,Novosilski_Glacier
Subantarctic,Paget_Glacier
Subantarctic,Peters_Glacier_(South_Georgia)
Subantarctic,Philippi_Glacier_(South_Georgia)
Oxford_English_Dictionary,Jonathon_Green
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,Cambridge_University_Press
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,John_Willinsky
Oxford_English_Dictionary,Princeton_University_Press
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,Simon_Winchester
Oxford_English_Dictionary,TVOntario
Oxford_English_Dictionary,Big_Ideas_(TV_series)
Oxford_English_Dictionary,Simon_Winchester
Oxford_English_Dictionary,Oxford_University_Press
Spanish_language,Louisiana
Spanish_language,Florida
Spanish_language,Puerto_Rico
Spanish_language,New_Mexico
Spanish_language,Greater_Los_Angeles_area
Spanish_language,Miami_metropolitan_area
Spanish_language,San_Antonio_metropolitan_area
Spanish_language,New_York_metropolitan_area
Convergent_evolution,Out_of_Africa_hypothesis
Convergent_evolution,Human_skin_color
Convergent_evolution,Lemur
Convergent_evolution,Lemurs
Convergent_evolution,Humans
Convergent_evolution,Eye_colour
Convergent_evolution,Myrmecochory
Convergent_evolution,Chelidonium_majus
French_language,Basses-Pyr%C3%A9n%C3%A9es
French_language,Northern_Basque_Country
French_language,Basque_language
French_language,Vergonha
French_language,Louis_Maigret_(grammarian)
French_language,Marcellin_Berthelot
French_language,Jacques_Peletier_du_Mans
French_language,Antoine_Baudeau_de_Somaize
French_language,Mickael_Korvin
French_language,Geographical_distribution_of_French_speakers
French_language,European_French
French_language,European_Union
Northern_Hemisphere,Lingnan
Northern_Hemisphere,Liangguang
Northern_Hemisphere,Jiangnan
Northern_Hemisphere,Jianghuai
Northern_Hemisphere,Guanzhong
Northern_Hemisphere,"Huizhou,_Anhui"
Northern_Hemisphere,Wu_(region)
Breton_language,Goidelic_languages
Breton_language,Brittonic_languages
Breton_language,Breton_mutations
Breton_language,Consonant_mutation
Breton_language,Welsh_language
Breton_language,Insular_Celtic_languages
Breton_language,Infinitive
Breton_language,Auxiliary_verb
Great_auk,Fleming_College
Great_auk,Ontario
Great_auk,Knowledge_Masters
Great_auk,American_Ornithologists%27_Union
Great_auk,The_Auk
Great_auk,Homer_Hickam
Great_auk,Rocket_Boys
Great_auk,October_Sky
Great_auk,Walton_Ford
Great_auk,Errol_Fuller
Great_auk,Cuba
Great_auk,List_of_recently_extinct_bird_species
Great_auk,ISBN_(identifier)
Great_auk,BirdLife_International
Great_auk,IUCN_Red_List
Great_auk,Doi_(identifier)
Welsh_language,National_Eisteddfod_of_Wales
Welsh_language,Samsung
Welsh_language,Orange_(UK)
Welsh_language,Android_(operating_system)
Welsh_language,Google_Keyboard
Welsh_language,IOS
National_Center_for_Biotechnology_Information,Flora_of_North_America
National_Center_for_Biotechnology_Information,Flora_of_Australia
National_Center_for_Biotechnology_Information,Flora_of_Australia
National_Center_for_Biotechnology_Information,Flora_of_China
National_Center_for_Biotechnology_Information,Fossilworks
National_Center_for_Biotechnology_Information,Index_Fungorum
National_Center_for_Biotechnology_Information,Global_Biodiversity_Information_Facility
Penguin,Genus
Penguin,Spheniscus
Penguin,Eudyptula
Penguin,South_America
Penguin,Carotenoid
Penguin,Antarctic_Circumpolar_Current
Penguin,Chattian
Penguin,Pliocene
Penguin,Latitude
Penguin,Gal%C3%A1pagos_penguin
Penguin,Langhian
Penguin,Tortonian
Little_penguin,Linux
Little_penguin,International_Swimming_Federation
Little_penguin,BirdLife_International
Little_penguin,IUCN_Red_List
Little_penguin,Doi_(identifier)
Little_penguin,PMC_(identifier)
Little_penguin,PMID_(identifier)
Little_penguin,Bibcode_(identifier)
Little_penguin,Doi_(identifier)
Prehistoric,Hominidae
Prehistoric,Myr
Prehistoric,Timeline_of_human_evolution
Prehistoric,Timeline_of_human_prehistory
Prehistoric,Anthropology
Prehistoric,Archaeology
Prehistoric,Genetics
Prehistoric,Geology
Prehistoric,Linguistics
Prehistoric,Before_Present
Emperor_penguin,Chinstrap_penguin
Emperor_penguin,Gentoo_penguin
Emperor_penguin,Eudyptula
Emperor_penguin,Little_penguin
Emperor_penguin,White-flippered_penguin
Emperor_penguin,Banded_penguin
Emperor_penguin,Magellanic_penguin
Emperor_penguin,Humboldt_penguin
Emperor_penguin,Galapagos_penguin
Emperor_penguin,African_penguin
Emperor_penguin,Megadyptes
Emperor_penguin,Yellow-eyed_penguin
Subantarctic,Posadowsky_Glacier_(Bouvet_Island)
Subantarctic,Price_Glacier_(Antarctica)
Subantarctic,Purvis_Glacier
Subantarctic,Quensel_Glacier
Subantarctic,Risting_Glacier
Subantarctic,Ross_Glacier
Subantarctic,Ryan_Glacier
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,Simon_Winchester
Oxford_English_Dictionary,Harper_Collins
Oxford_English_Dictionary,ISBN_(identifier)
Oxford_English_Dictionary,PMC_(identifier)
Oxford_English_Dictionary,Richard_Chenevix_Trench
Oxford_English_Dictionary,James_Murray_(lexicographer)
Oxford_English_Dictionary,Internet_Archive
Oxford_English_Dictionary,HathiTrust
Oxford_English_Dictionary,Old_English
Spanish_language,San_Francisco_Bay_Area
Spanish_language,Dallas%E2%80%93Fort_Worth_metroplex
Spanish_language,Phoenix_metropolitan_area
Spanish_language,Chicago_metropolitan_area
Spanish_language,Las_Vegas_Valley
Spanish_language,Greater_Boston
Spanish_language,Greater_Denver
Spanish_language,Greater_Houston
Spanish_language,Greater_Indianapolis
Spanish_language,Greater_Philadelphia
Spanish_language,Greater_Cleveland
Spanish_language,Greater_Salt_Lake_City
Spanish_language,Greater_Atlanta
Convergent_evolution,Plant
Convergent_evolution,C4_photosynthesis
Convergent_evolution,Angiosperm
Convergent_evolution,Monocot
Convergent_evolution,Zea_mays
Convergent_evolution,Sugar_cane
Convergent_evolution,Dicot
Convergent_evolution,Chenopodiaceae
Convergent_evolution,Amaranthaceae
Convergent_evolution,Fruit
Convergent_evolution,Apple
Convergent_evolution,Pome
French_language,Constitution_of_France
French_language,Ordinance_of_Villers-Cotter%C3%AAts
French_language,Wallonia
French_language,East_Cantons
French_language,German_language
French_language,Dutch_language
French_language,Brussels-Capital_Region
French_language,Switzerland
French_language,Romansh_language
French_language,Romandy
French_language,Cantons_of_Switzerland
French_language,Biel/Bienne
French_language,Canton_of_Valais
French_language,Canton_of_Fribourg
French_language,Canton_of_Berne
French_language,Luxembourg
Northern_Hemisphere,Jiaozhou_(region)
Northern_Hemisphere,Zhongyuan
Northern_Hemisphere,Southern_Shaanxi
Northern_Hemisphere,Ordos_Plateau
Northern_Hemisphere,Loess_Plateau
Northern_Hemisphere,Northern_Shaanxi
Northern_Hemisphere,Hamgyong_Mountains
Northern_Hemisphere,Central_Mountain_Range
Northern_Hemisphere,Japanese_Alps
Northern_Hemisphere,Suzuka_Mountains
Northern_Hemisphere,Leizhou_Peninsula
Northern_Hemisphere,Gulf_of_Tonkin
Breton_language,Menhir
Breton_language,Cornish_language
Breton_language,Strasbourg_Oaths
Breton_language,French_language
Breton_language,Catholicon_(trilingual_dictionary)
Breton_language,Jean-Fran%C3%A7ois_Le_Gonidec
Breton_language,Cornouaille
Breton_language,Digraph_(orthography)
Breton_language,Fran%C3%A7ois_Falc%27hun
Breton_language,Graphemes
Breton_language,Latin_script
Breton_language,Circumflex
Breton_language,Grave_accent
Breton_language,Trema_(diacritic)
Breton_language,Tilde
Breton_language,Diacritic
Breton_language,Obstruent
Breton_language,Sandhi
Great_auk,Doi_(identifier)
Great_auk,S2CID_(identifier)
Great_auk,Oxford_University_Press
Great_auk,Doi_(identifier)
Great_auk,PMID_(identifier)
Great_auk,Errol_Fuller
Great_auk,ISBN_(identifier)
Great_auk,Errol_Fuller
Great_auk,ISBN_(identifier)
Great_auk,Doi_(identifier)
Great_auk,Doi_(identifier)
Great_auk,PMC_(identifier)
Great_auk,PMID_(identifier)
Welsh_language,Navajo_language
Welsh_language,Code_talker
Welsh_language,Military_of_the_United_States
Welsh_language,World_War_II
Welsh_language,Royal_Welch_Fusiliers
Welsh_language,Bosnia_and_Herzegovina
Welsh_language,British_parliament
Welsh_language,Alun_Cairns
Welsh_language,Council_of_the_European_Union
Welsh_language,Alun_Ffred_Jones
Welsh_language,Voyager_Golden_Record
Welsh_language,Voyager_program
Welsh_language,Lemma_(morphology)
Welsh_language,English_language
Welsh_language,Welsh_phonology
National_Center_for_Biotechnology_Information,GrassBase
National_Center_for_Biotechnology_Information,Germplasm_Resources_Information_Network
National_Center_for_Biotechnology_Information,Handbook_of_the_Birds_of_the_World
National_Center_for_Biotechnology_Information,INaturalist
National_Center_for_Biotechnology_Information,International_Plant_Names_Index
National_Center_for_Biotechnology_Information,Interim_Register_of_Marine_and_Nonmarine_Genera
Penguin,Global_cooling
Penguin,Paleoclimatology
Penguin,Quaternary_glaciation
Penguin,Spheniscus
Penguin,Middle_Miocene_Climate_Transition
Penguin,Antarctic_ice_sheet
Penguin,Waimanu
Penguin,Autapomorphy
Penguin,Grebe
Penguin,Homoplasies
Penguin,DNA_sequence
Penguin,Flipper_(anatomy)
Penguin,Neoaves
Little_penguin,PMC_(identifier)
Little_penguin,PMID_(identifier)
Little_penguin,Doi_(identifier)
Little_penguin,PMC_(identifier)
Little_penguin,PMID_(identifier)
Little_penguin,Doi_(identifier)
Little_penguin,Yolanda_van_Heezik
Little_penguin,Wayback_Machine
Little_penguin,Doi_(identifier)
Little_penguin,The_New_Zealand_Herald
Prehistoric,Common_Era
Prehistoric,Lower_Paleolithic
Prehistoric,Homo
Prehistoric,Tool
Prehistoric,Hunting-gathering
Prehistoric,Control_of_fire_by_early_humans
Prehistoric,Middle_Paleolithic
Prehistoric,Mousterian
Emperor_penguin,Waitaha_penguin
Emperor_penguin,Crested_penguin
Emperor_penguin,Fiordland_penguin
Emperor_penguin,Snares_penguin
Emperor_penguin,Erect-crested_penguin
Emperor_penguin,Southern_rockhopper_penguin
Emperor_penguin,Northern_rockhopper_penguin
Emperor_penguin,Royal_penguin
Emperor_penguin,Macaroni_penguin
Emperor_penguin,Eudyptes_warhami
Emperor_penguin,Wikidata
Emperor_penguin,Wikispecies
Subantarctic,Salomon_Glacier
Subantarctic,Schmidt_Glacier_(Heard_Island_and_McDonald_Islands)
Subantarctic,Schrader_Glacier
Subantarctic,Spenceley_Glacier
Subantarctic,Stephenson_Glacier
Subantarctic,Storey_Glacier
Subantarctic,Twitcher_Glacier
Subantarctic,Tyrrell_Glacier
Subantarctic,Vahsel_Glacier
Subantarctic,Webb_Glacier_(South_Georgia)
Subantarctic,Weddell_Glacier
Subantarctic,Wheeler_Glacier
Subantarctic,Winston_Glacier
Subantarctic,Carbon_dioxide
Oxford_English_Dictionary,Middle_English
Oxford_English_Dictionary,An_Anglo-Saxon_Dictionary
Oxford_English_Dictionary,Dictionary_of_Old_English
Oxford_English_Dictionary,Middle_English_Dictionary
Oxford_English_Dictionary,Catholicon_Anglicum
Oxford_English_Dictionary,The_English_Schoole-Master
Oxford_English_Dictionary,The_New_World_of_English_Words
Oxford_English_Dictionary,A_New_English_Dictionary
Oxford_English_Dictionary,An_Universal_Etymological_English_Dictionary
Oxford_English_Dictionary,A_Dictionary_of_the_English_Language
Oxford_English_Dictionary,Webster%27s_Dictionary
Oxford_English_Dictionary,Joseph_Emerson_Worcester
Oxford_English_Dictionary,Charles_Richardson_(lexicographer)
Oxford_English_Dictionary,The_Imperial_Dictionary_of_the_English_Language
Spanish_language,Greater_Nashville
Spanish_language,Greater_Orlando
Spanish_language,Greater_Tampa
Spanish_language,Greater_Raleigh
Spanish_language,Baltimore%E2%80%93Washington_metropolitan_area
Spanish_language,Equatoguinean_Spanish
Spanish_language,Malabo
Spanish_language,Africa
Spanish_language,Equatorial_Guinea
Spanish_language,Fang_language
Spanish_language,African_Union
Spanish_language,Plazas_de_soberan%C3%ADa
Spanish_language,Autonomous_cities_of_Spain
Spanish_language,Ceuta
Convergent_evolution,Carpel
Convergent_evolution,Receptacle_(botany)
Convergent_evolution,Hypanthium
Convergent_evolution,Tomato
Convergent_evolution,Pericarp
Convergent_evolution,Myrmecochory
Convergent_evolution,Carnivorous_plant
Convergent_evolution,Carnivory
Convergent_evolution,Cephalotus
Convergent_evolution,Nepenthes_alata
Convergent_evolution,Sarracenia_purpurea
Convergent_evolution,Enzymes
Convergent_evolution,Purple_acid_phosphatases
French_language,Monaco
French_language,Aosta_Valley
French_language,Channel_Islands
French_language,Andorra
French_language,Catalan_language
French_language,El_Pas_de_la_Casa
French_language,Saarland
French_language,African_French
French_language,Organisation_internationale_de_la_Francophonie
French_language,First_language
French_language,Second_language
French_language,Abidjan
French_language,Ivory_Coast
French_language,Libreville
French_language,African_French
French_language,African_languages
French_language,Sub-Saharan_Africa
Northern_Hemisphere,Yangtze
Northern_Hemisphere,Yangtze_Delta
Northern_Hemisphere,Yellow_River
Northern_Hemisphere,Pearl_River_Delta
Northern_Hemisphere,Yenisey
Northern_Hemisphere,Altai_Mountains
Northern_Hemisphere,Wakhan_Corridor
Breton_language,Quimper/Kemper
Breton_language,Bagad
Breton_language,Fest-noz
Breton_language,Chouchen
Breton_language,Mead
Breton_language,Kouign_amann
Breton_language,Armoricani
Breton_language,Gaelic_revival
Breton_language,Julian_Maunoir
Breton_language,List_of_Celtic-language_media
Breton_language,Stourm_ar_Brezhoneg
Great_auk,Storrs_L._Olson
Great_auk,Pamela_C._Rasmussen
Great_auk,Carl_Linnaeus
Great_auk,ISBN_(identifier)
Great_auk,Doi_(identifier)
Great_auk,ISBN_(identifier)
Great_auk,Christopher_Cokinos
Great_auk,ISBN_(identifier)
Great_auk,ISBN_(identifier)
Great_auk,Atlas_Obscura
Great_auk,Bradley_C._Livezey
Great_auk,The_Auk
Great_auk,Doi_(identifier)
Great_auk,"Walter_Rothschild,_2nd_Baron_Rothschild"
Great_auk,Francis_Orpen_Morris
Welsh_language,Phonology
Welsh_language,Linguistic_typology
Welsh_language,Languages_of_Europe
Welsh_language,Voiceless_dental_and_alveolar_lateral_fricatives
Welsh_language,Voiceless_nasal
Welsh_language,Voiceless_alveolar_trill
Welsh_language,Stress_(linguistics)
Welsh_language,Pitch_(music)
Welsh_language,Welsh_orthography
Welsh_language,Latin_script
Welsh_language,Digraph_(orthography)
Welsh_language,Collation
Welsh_language,William_Salesbury
Welsh_language,Diacritic
Welsh_language,Circumflex
Welsh_language,Vowel_length
Welsh_language,Colloquial_Welsh_morphology
Welsh_language,Literary_Welsh_morphology
National_Center_for_Biotechnology_Information,Invasive_Species_Compendium
National_Center_for_Biotechnology_Information,Integrated_Taxonomic_Information_System
National_Center_for_Biotechnology_Information,IUCN_Red_List
National_Center_for_Biotechnology_Information,The_Global_Lepidoptera_Names_Index
National_Center_for_Biotechnology_Information,List_of_Prokaryotic_names_with_Standing_in_Nomenclature
National_Center_for_Biotechnology_Information,Missouri_Botanical_Garden
National_Center_for_Biotechnology_Information,"National_Museum_of_Natural_History,_France"
National_Center_for_Biotechnology_Information,MONA_number
National_Center_for_Biotechnology_Information,Mammal_Species_of_the_World
National_Center_for_Biotechnology_Information,MycoBank
National_Center_for_Biotechnology_Information,National_Biodiversity_Network
National_Center_for_Biotechnology_Information,Neotropical_Birds_Online
National_Center_for_Biotechnology_Information,National_Marine_Fisheries_Service
Penguin,Paleognath
Penguin,Fowl
Penguin,Aequornithes
Penguin,Waterfowl
Penguin,Stork
Penguin,Rallidae
Penguin,Seabird
Penguin,Charadriiformes
Penguin,Ciconiiformes
Penguin,Procellariiformes
Penguin,Plotopteridae
Penguin,Cormorant
Penguin,Anhinga
Penguin,Pelecaniformes
Little_penguin,The_New_Zealand_Herald
Little_penguin,The_Age
Little_penguin,Special_Broadcasting_Service
Little_penguin,BBC_News_Online
Little_penguin,Wayback_Machine
Little_penguin,Wayback_Machine
Little_penguin,Wayback_Machine
