source,target
Carboniferous,Nucula
Carboniferous,Carbonicola
Carboniferous,Gastropod
Carboniferous,Euomphalus
Carboniferous,Nautiloid
Carboniferous,Cephalopod
Carboniferous,Nautilida
Carboniferous,Goniatite
Bird,Oxfordian_(stage)
Bird,Xiaotingia_zhengi
Bird,Aurornis_xui
Bird,Germany
Bird,Cretaceous_Period
Bird,Symplesiomorphy
Silurian,Cisuralian
Silurian,Pennsylvanian_(geology)
Animal,Onychophora
Animal,Hemichordate
Animal,Anomalocaris
Animal,Trace_fossil
Animal,Tonian
Animal,Triploblastic
Animal,Gromia_sphaerica
Devonian,Late_Triassic
Devonian,Middle_Triassic
Devonian,Early_Triassic
Devonian,Lopingian
Devonian,Guadalupian
Devonian,Cisuralian
Devonian,Pennsylvanian_(geology)
Devonian,Pridoli_epoch
Permian,Paleocene
Permian,Late_Cretaceous
Permian,Early_Cretaceous
Permian,Late_Jurassic
Permian,Middle_Jurassic
Permian,Early_Jurassic
Permian,Late_Triassic
Permian,Middle_Triassic
Permian,Early_Triassic
Cambrian,BBC
Cambrian,Biostratigraphy
Cambrian,Template_talk:Geological_history_of_Earth
Cambrian,Cenozoic
Cambrian,Quaternary
Cambrian,Holocene
Cambrian,Pleistocene
Megaannum,New_Earth_Time
Megaannum,Samvatsara
Megaannum,System_of_measurement
Megaannum,Italian_six-hour_clock
Triassic,Eocene
Triassic,Paleocene
Triassic,Late_Cretaceous
Triassic,Early_Cretaceous
Triassic,Late_Jurassic
Triassic,Middle_Jurassic
Triassic,Early_Jurassic
Triassic,Lopingian
Triassic,Guadalupian
Holocene,Early_Cretaceous
Holocene,Late_Jurassic
Holocene,Middle_Jurassic
Holocene,Early_Jurassic
Holocene,Late_Triassic
Holocene,Middle_Triassic
Holocene,Early_Triassic
Holocene,Paleozoic
Penguin,Outland_(comic_strip)
Penguin,Opus_(comic_strip)
Penguin,A_Wish_for_Wings_That_Work
Penguin,Children%27s_literature
Penguin,And_Tango_Makes_Three
Penguin,Roy_and_Silo
Sun,Shear_(fluid)
Sun,Solar_dynamo
Sun,Magnetic_field
Sun,Granule_(solar_physics)
Sun,Supergranulation
Sun,B%C3%A9nard_cells
Sun,Black_body
Sun,Daniel_K._Inouye_Solar_Telescope
Earth,Solar_wind
Earth,Phase_transition
Earth,Earth%27s_crust
Earth,Mafic
Earth,Continental_crust
Earth,Felsic
Flight_feather,Casuariiformes
Flight_feather,Neognathae
Flight_feather,Galloanserae
Flight_feather,Fowl
Flight_feather,Anatidae
Season,Surface_air_temperature
Season,Diagram
Season,Abscisse
Season,Data
Season,India_Meteorological_Department
Season,Universal_Time
Season,June_solstice
Earth%27s_orbit,Geological_history_of_Earth
Earth%27s_orbit,Geologic_time_scale
Earth%27s_orbit,Geologic_record
Earth%27s_orbit,Geophysics
Earth%27s_orbit,Gravity_of_Earth
Earth%27s_orbit,History_of_Earth
Chordate,Tuatara
Chordate,Mosasaur
Chordate,Archosauromorpha
Chordate,Crurotarsi
Chordate,Ornithodira
Taxonomy_(biology),Zoological_nomenclature
Taxonomy_(biology),Botanical_nomenclature
Taxonomy_(biology),PhyloCode
Taxonomy_(biology),Clade
Taxonomy_(biology),Carl_Woese
Taxonomy_(biology),Three-domain_system
Emperor_penguin,Southern_rockhopper_penguin
Emperor_penguin,Northern_rockhopper_penguin
Emperor_penguin,Royal_penguin
Emperor_penguin,Macaroni_penguin
Emperor_penguin,Eudyptes_warhami
Great_auk,October_Sky
Great_auk,Walton_Ford
Great_auk,Cuba
Great_auk,List_of_recently_extinct_bird_species
Orbital_period,Delta-v
Orbital_period,Delta-v_budget
Orbital_period,Gravity_turn
Orbital_period,Orbital_inclination_change
Orbital_period,Low_energy_transfer
Ordovician,Guadalupian
Ordovician,Cisuralian
Ordovician,Pennsylvanian_(geology)
Ordovician,Mississippian_(geology)
Ordovician,Pridoli_epoch
Ordovician,Ludlow_epoch
Carboniferous,Ostracod
Carboniferous,Crustacean
Carboniferous,Meiobenthos
Bird,Pygostyle
Bird,Ornithothoraces
Bird,Keel_(bird_anatomy)
Bird,Alula
Bird,Anchiornis
Silurian,Mississippian_(geology)
Silurian,Furongian
Silurian,Miaolingian
Silurian,Cambrian_Series_2
Silurian,Terreneuvian
Silurian,Neoproterozoic
Silurian,Ediacaran
Silurian,Tonian
Animal,Microorganism
Animal,Stromatolite
Devonian,Ludlow_epoch
Devonian,Wenlock_epoch
Devonian,Llandovery_epoch
Devonian,Furongian
Devonian,Miaolingian
Devonian,Cambrian_Series_2
Devonian,Terreneuvian
Permian,Mississippian_(geology)
Permian,Pridoli_epoch
Permian,Ludlow_epoch
Permian,Wenlock_epoch
Permian,Llandovery_epoch
Permian,Furongian
Permian,Miaolingian
Cambrian,Pliocene
Cambrian,Miocene
Cambrian,Oligocene
Cambrian,Eocene
Megaannum,Thai_six-hour_clock
Megaannum,12-hour_clock
Megaannum,24-hour_clock
Megaannum,Daylight_saving_time
Triassic,Cisuralian
Triassic,Pennsylvanian_(geology)
Triassic,Mississippian_(geology)
Triassic,Pridoli_epoch
Holocene,Lopingian
Holocene,Guadalupian
Holocene,Cisuralian
Holocene,Pennsylvanian_(geology)
Holocene,Mississippian_(geology)
Penguin,Central_Park_Zoo
Penguin,Wayback_Machine
Penguin,Melbourne_University_Press
Penguin,Nature_Communications
Penguin,Molecular_Biology_and_Evolution
Penguin,Molecular_clock
Sun,Opacity_(optics)
Sun,Hydrogen_anion
Sun,Black-body
Earth,Hadean_zircon
Earth,Eoarchean
Earth,Sedimentary_rock
Earth,Megaannum
Earth,Archean
Earth,Hafnium
Flight_feather,Duck
Flight_feather,Anatinae
Flight_feather,Diving_duck
Flight_feather,Mergini
Season,September_equinox
Season,December_solstice
Season,Julian_calendar
Earth%27s_orbit,Earth%27s_magnetic_field
Earth%27s_orbit,Plate_tectonics
Earth%27s_orbit,Structure_of_Earth
Earth%27s_orbit,Atmosphere_of_Earth
Earth%27s_orbit,Climate
Chordate,Enteropneust
Chordate,Proboscis
Chordate,Sediment
Chordate,Graptolite
Chordate,Hacksaw
Chordate,Protoreaster_linckii
Chordate,Asterozoa
Taxonomy_(biology),Archaea
Taxonomy_(biology),Bacteria
Emperor_penguin,Wikidata
Emperor_penguin,Animal_Diversity_Web
Emperor_penguin,ARKive
Emperor_penguin,BirdLife_Australia
Emperor_penguin,Barcode_of_Life_Data_System
Emperor_penguin,EBird
Great_auk,BirdLife_International
Great_auk,Oxford_University_Press
Great_auk,Storrs_L._Olson
Orbital_period,Orbit_phasing
Orbital_period,Space_rendezvous
Orbital_period,"Transposition,_docking,_and_extraction"
Orbital_period,Celestial_coordinate_system
Ordovician,Wenlock_epoch
Ordovician,Llandovery_epoch
Carboniferous,Archaeocidaris
Carboniferous,Blastoid
Carboniferous,Logan_Formation
Carboniferous,"Wooster,_Ohio"
Bird,Xiaotingia
Silurian,Mesoproterozoic
Silurian,Stenian
Silurian,Ectasian
Silurian,Calymmian
Silurian,Paleoproterozoic
Silurian,Statherian
Silurian,Orosirian
Animal,Lists_of_animals
Animal,Monophyly
Animal,Choanoflagellata
Animal,Choanozoa
Animal,Basal_(phylogenetics)
Animal,Ctenophora
Animal,Symmetry_in_biology
Devonian,Proterozoic
Devonian,Neoproterozoic
Devonian,Ediacaran
Devonian,Cryogenian
Devonian,Tonian
Devonian,Mesoproterozoic
Permian,Cambrian_Series_2
Permian,Terreneuvian
Permian,Proterozoic
Permian,Neoproterozoic
Permian,Ediacaran
Permian,Cryogenian
Permian,Tonian
Cambrian,Paleocene
Cambrian,Mesozoic
Megaannum,Decimal_time
Megaannum,Hexadecimal_time
Megaannum,Metric_time
Megaannum,Sidereal_time
Megaannum,Solar_time
Triassic,Ludlow_epoch
Triassic,Wenlock_epoch
Triassic,Llandovery_epoch
Triassic,Furongian
Triassic,Miaolingian
Triassic,Cambrian_Series_2
Holocene,Pridoli_epoch
Holocene,Ludlow_epoch
Holocene,Wenlock_epoch
Holocene,Llandovery_epoch
Holocene,Furongian
Penguin,Allopatric
Penguin,Erich_Jarvis
Penguin,Ross_Piper
Penguin,Greenwood_Press_(publisher)
Sun,Absorption_line
Sun,Earth%27s_atmosphere
Sun,Optical_spectrum
Sun,Chemical_element
Earth,Zircon
Earth,Neodymium
Earth,Crustal_recycling
Earth,Plate_tectonics
Earth,Geologic_time_scale
Earth,Rodinia
Earth,Pannotia
Flight_feather,Oxyurini
Flight_feather,Anserinae
Season,Apsides
Season,Ellipse
Earth%27s_orbit,Climate_change
Earth%27s_orbit,Weather
Earth%27s_orbit,Natural_environment
Chordate,Radial_symmetry
Chordate,Tube_feet
Chordate,Skeleton
Taxonomy_(biology),Monera
Taxonomy_(biology),Eukaryota
Taxonomy_(biology),Nucleus_(biology)
Emperor_penguin,EPPO_Code
Emperor_penguin,Fossilworks
Emperor_penguin,Global_Biodiversity_Information_Facility
Emperor_penguin,INaturalist
Emperor_penguin,Interim_Register_of_Marine_and_Nonmarine_Genera
Emperor_penguin,Integrated_Taxonomic_Information_System
Great_auk,Pamela_C._Rasmussen
Great_auk,Christopher_Cokinos
Great_auk,Atlas_Obscura
Great_auk,Bradley_C._Livezey
Great_auk,"Walter_Rothschild,_2nd_Baron_Rothschild"
Orbital_period,Characteristic_energy
Orbital_period,Ephemeris
Orbital_period,Equatorial_coordinate_system
Orbital_period,Ground_track
Orbital_period,Interplanetary_Transport_Network
Orbital_period,Orbit_equation
Ordovician,Furongian
Ordovician,Miaolingian
Ordovician,Cambrian_Series_2
Ordovician,Terreneuvian
Ordovician,Proterozoic
Carboniferous,Trace_fossil
Carboniferous,Platyceratidae
Carboniferous,Mollusc
Carboniferous,Naiadites
Carboniferous,Candona
Bird,Rahonavis
Bird,Jeholornis
Bird,Jixiangornis
Bird,Euavialae
Bird,Balaur_bondoc
Bird,Avebrevicauda
Bird,Zhongjianornis
Silurian,Rhyacian
Silurian,Siderian
Silurian,Neoarchean
Silurian,Paleoarchean
Silurian,Eoarchean
Silurian,Silurian
Animal,Hox_gene
Animal,Wnt_signaling_pathway
Animal,TGF-beta
Animal,Transcription_factor
Animal,Homeodomain
Animal,Evo-devo_gene_toolkit
Animal,Phylogenetic_tree
Animal,Choanoflagellate
Animal,Eumetazoa
Animal,ParaHoxozoa
Animal,Xenacoelomorpha
Devonian,Stenian
Devonian,Ectasian
Devonian,Calymmian
Devonian,Paleoproterozoic
Devonian,Statherian
Permian,Mesoproterozoic
Permian,Stenian
Permian,Ectasian
Cambrian,Late_Cretaceous
Cambrian,Early_Cretaceous
Cambrian,Late_Jurassic
Cambrian,Middle_Jurassic
Cambrian,Early_Jurassic
Cambrian,Late_Triassic
Cambrian,Middle_Triassic
Cambrian,Early_Triassic
Cambrian,Lopingian
Cambrian,Guadalupian
Cambrian,Cisuralian
Megaannum,Time_zone
Megaannum,Islamic_calendar
Megaannum,Lunar_calendar
Megaannum,Maya_calendar
Megaannum,Leap_second
Megaannum,Clock
Megaannum,Horology
Megaannum,History_of_timekeeping_devices
Megaannum,Astrarium
Triassic,Terreneuvian
Triassic,Proterozoic
Triassic,Neoproterozoic
Triassic,Ediacaran
Holocene,Miaolingian
Holocene,Cambrian_Series_2
Holocene,Terreneuvian
Holocene,Proterozoic
Holocene,Neoproterozoic
Holocene,Ediacaran
Holocene,Cryogenian
Penguin,Oxford_University_Press
Penguin,Wikispecies
Penguin,Te_Ara:_The_Encyclopedia_of_New_Zealand
Penguin,Template_talk:Penguins
Penguin,Banded_penguin
Sun,Norman_Lockyer
Sun,Coronal_loop
Earth,Pangaea
Earth,Ice_age
Earth,Pleistocene
Earth,High_latitude
Earth,Middle_latitude
Earth,Last_Glacial_Period
Earth,Template_talk:Life_timeline
Flight_feather,Swan
Flight_feather,Goose
Flight_feather,Whistling_duck
Flight_feather,Freckled_duck
Flight_feather,Tadorninae
Flight_feather,Anhimidae
Season,Johannes_Kepler
Season,Coordinated_Universal_Time
Season,Greenwich
Season,British_Summer_Time
Season,Tonga
Season,Milankovitch_cycles
Season,Quarter_days
Earth%27s_orbit,Biome
Earth%27s_orbit,Biosphere
Chordate,Calcite
Chordate,Water_vascular_system
Chordate,Holothuroidea
Chordate,William_Bateson
Chordate,International_Code_of_Zoological_Nomenclature
Chordate,Chordate_genomics
Chordate,Wayback_Machine
Chordate,Darrel_R._Frost
Taxonomy_(biology),Thomas_Cavalier-Smith
Taxonomy_(biology),Protist
Taxonomy_(biology),Neomura
Taxonomy_(biology),Eukaryote
Taxonomy_(biology),Actinobacteria
Taxonomy_(biology),Archaeobacteria
Emperor_penguin,National_Center_for_Biotechnology_Information
Emperor_penguin,SeaLifeBase
Emperor_penguin,World_Register_of_Marine_Species
Emperor_penguin,Xeno-canto
Emperor_penguin,Emperor_penguin
Great_auk,Francis_Orpen_Morris
Great_auk,Auk_(journal)
Great_auk,University_of_California_Press
Great_auk,James_Tuck_(archaeologist)
Great_auk,ELife
Great_auk,Arch_Oboler
Great_auk,Simon_Jeffes
Orbital_period,Orbital_state_vectors
Orbital_period,Retrograde_motion
Orbital_period,Specific_relative_angular_momentum
Orbital_period,Two-line_element_set
Orbital_period,List_of_orbits
Orbital_period,Orbital_period
Ordovician,Neoproterozoic
Ordovician,Cryogenian
Ordovician,Tonian
Ordovician,Mesoproterozoic
Ordovician,Stenian
Ordovician,Ectasian
Ordovician,Calymmian
Carboniferous,Carbonita_(genus)
Bird,Sapeornis
Bird,Pygostylia
Bird,Confuciusornithiformes
Bird,Protopteryx
Bird,Pengornis
Bird,Protobirds
Bird,Ichthyornis
Bird,Enantiornithes
Animal,Nephrozoa
Animal,Deuterostomia
Animal,Chordata
Animal,Ambulacraria
Animal,Protostomia
Animal,Ecdysozoa
Animal,Scalidophora
Animal,Panarthropoda
Devonian,Orosirian
Devonian,Rhyacian
Devonian,Siderian
Devonian,Archean
Devonian,Neoarchean
Devonian,Mesoarchean
Devonian,Paleoarchean
Devonian,Eoarchean
Permian,Calymmian
Permian,Paleoproterozoic
Permian,Statherian
Permian,Orosirian
Permian,Rhyacian
Permian,Siderian
Permian,Archean
Permian,Neoarchean
Permian,Mesoarchean
Cambrian,Pennsylvanian_(geology)
Cambrian,Mississippian_(geology)
Cambrian,Pridoli_epoch
Cambrian,Ludlow_epoch
Cambrian,Wenlock_epoch
Cambrian,Llandovery_epoch
Cambrian,Tonian
Cambrian,Mesoproterozoic
Megaannum,Atomic_clock
Megaannum,Quantum_clock
Megaannum,Hourglass
Megaannum,Marine_chronometer
Megaannum,Sundial
Megaannum,Schema_for_horizontal_dials
Megaannum,Watch
Triassic,Cryogenian
Triassic,Tonian
Triassic,Mesoproterozoic
Triassic,Stenian
Triassic,Ectasian
Triassic,Calymmian
Triassic,Paleoproterozoic
Triassic,Statherian
Holocene,Tonian
Holocene,Mesoproterozoic
Holocene,Stenian
Holocene,Ectasian
Holocene,Calymmian
Holocene,Paleoproterozoic
Holocene,Statherian
Penguin,Galapagos_penguin
Penguin,Crested_penguin
Penguin,Eudyptes_warhami
Penguin,Template_talk:Birds
Penguin,Class_(biology)
Sun,Moon
Sun,Carbon_monoxide
Sun,Alfv%C3%A9n_wave
Sun,Ionization
Sun,Hinode_(satellite)
Sun,Halo_(optical_phenomenon)
Sun,Spicule_(solar_physics)
Sun,Solar_filament
Earth,Water
Earth,Unicellular_organism
Earth,Evolution_of_photosynthesis
Earth,Eukaryote
Earth,Multicellular_organism
Flight_feather,Horned_screamer
Flight_feather,Chauna
Flight_feather,Anseranatidae
Flight_feather,Anatalavis
Flight_feather,Magpie_goose
Flight_feather,Galliformes
Season,Cross-quarter_days
Season,Celts
Season,Republic_of_Ireland
Season,William_Shakespeare
Season,A_Midsummer_Night%27s_Dream
Earth%27s_orbit,Ecology
Earth%27s_orbit,Ecosystem
Chordate,Neil_A._Campbell
Chordate,Jane_Reece
Chordate,Philippe_Janvier
Chordate,BioEssays
Chordate,Wikispecies
Chordate,Encyclopedia_of_Life
Taxonomy_(biology),Prion
Taxonomy_(biology),Virus
Taxonomy_(biology),Ernst_Haeckel
Taxonomy_(biology),%C3%89douard_Chatton
Taxonomy_(biology),Herbert_Copeland
Great_auk,Wayback_Machine
Great_auk,Wikisource
Great_auk,Encyclopedia_Americana
Great_auk,Popular_Science_Monthly
Ordovician,Paleoproterozoic
Ordovician,Statherian
Ordovician,Orosirian
Ordovician,Rhyacian
Ordovician,Siderian
Ordovician,Archean
Ordovician,Neoarchean
Carboniferous,Darwinula
Carboniferous,Estheria_(crustacean)
Carboniferous,Megarachne
Carboniferous,Eurypterid
Carboniferous,Adelophthalmus
Carboniferous,Hibbertopterus
Bird,Euornithes
Bird,Archaeorhynchus
Bird,Ornithuromorpha
Bird,Patagopteryx
Bird,Vorona
Bird,Schizooura
Bird,Hongshanornithidae
Bird,Jianchangornis
Bird,Songlingornithidae
Animal,Nematoida
Animal,Spiralia
Animal,Gnathifera_(clade)
Animal,Rotifera
Animal,Chaetognatha
Devonian,Hadean
Devonian,Devonian
Permian,Paleoarchean
Permian,Eoarchean
Permian,Hadean
Permian,Geologic_time_scale
Permian,Permian
Cambrian,Stenian
Cambrian,Ectasian
Cambrian,Calymmian
Cambrian,Paleoproterozoic
Cambrian,Statherian
Cambrian,Orosirian
Megaannum,Mechanical_watch
Megaannum,Stopwatch
Megaannum,Water_clock
Megaannum,Cuckoo_clock
Megaannum,Digital_clock
Megaannum,Grandfather_clock
Megaannum,Chronology
Triassic,Orosirian
Triassic,Rhyacian
Triassic,Siderian
Triassic,Archean
Triassic,Neoarchean
Triassic,Mesoarchean
Holocene,Orosirian
Holocene,Rhyacian
Holocene,Siderian
Holocene,Archean
Holocene,Neoarchean
Holocene,Mesoarchean
Penguin,Outline_of_birds
Sun,Outer_space
Sun,Extreme_ultraviolet
Sun,Electromagnetic_spectrum
Sun,Magnetic_reconnection
Earth,Arthropod
Earth,Mollusca
Earth,Evolutionary_history_of_plants
Earth,Dinosaur
Flight_feather,Landfowl
Flight_feather,Gamebirds
Flight_feather,Cracidae
Flight_feather,Cracinae
Flight_feather,Oreophasinae
Season,Celtic_calendar
Season,Pagan
Season,Samhain
Season,Halloween
Season,Imbolc
Season,Groundhog_Day
Earth%27s_orbit,Human_impact_on_the_environment
Chordate,Template_talk:Animalia
Chordate,Domain_(biology)
Chordate,Sponge
Chordate,Diploblast
Chordate,Ctenophora
Chordate,Planulozoa
Taxonomy_(biology),Robert_Whittaker_(ecologist)
Taxonomy_(biology),Two-empire_system
Taxonomy_(biology),Prokaryota
Taxonomy_(biology),Protista
Taxonomy_(biology),Protozoa
Taxonomy_(biology),Chromista
Great_auk,Time_Magazine
Great_auk,BBC_Radio
Great_auk,Wikidata
Great_auk,Wikispecies
Great_auk,American_Birding_Association
Great_auk,ARKive
Ordovician,Mesoarchean
Ordovician,Paleoarchean
Ordovician,Eoarchean
Ordovician,Hadean
Ordovician,Geologic_time_scale
Ordovician,Ordovician
Carboniferous,Lingula_(genus)
Carboniferous,Productus
Carboniferous,Myriapod
Carboniferous,Arachnid
Carboniferous,Priapulid
Carboniferous,Arthropoda
Bird,Gansus
Bird,Apsaravis
Bird,Hesperornithes
Bird,Vegavis
Bird,Ecological_niche
Bird,Mesozoic_era
Bird,Perching_bird
Animal,Platytrochozoa
Animal,Lophotrochozoa
Animal,Mollusca
Animal,Annelida
Animal,Jellyfish
Animal,Sea_anemone
Animal,Organ_(anatomy)
Animal,Diploblastic
Animal,Placozoan
Cambrian,Rhyacian
Cambrian,Siderian
Cambrian,Neoarchean
Cambrian,Paleoarchean
Cambrian,Eoarchean
Megaannum,Astronomical_chronology
Megaannum,Big_History
Megaannum,Chronicle
Megaannum,Periodization
Megaannum,Regnal_year
Megaannum,Timeline
Triassic,Paleoarchean
Triassic,Eoarchean
Triassic,Hadean
Triassic,Triassic
Holocene,Paleoarchean
Holocene,Eoarchean
Holocene,Hadean
Holocene,Template_talk:Prehistoric_technology
Holocene,Prehistoric_technology
Holocene,Timeline_of_prehistory
Holocene,Outline_of_prehistoric_technology
Penguin,Anatomy
Penguin,Bird_anatomy
Penguin,Bird_flight
Penguin,Egg
Penguin,Feather
Penguin,Beak
Penguin,Bird_vision
Sun,Solar_wind
Sun,Parker_spiral
Sun,Heliopause_(astronomy)
Sun,Voyager_1
Sun,Cosmic_ray
Sun,Solar_irradiance
Earth,Mammal
Earth,Aves
Earth,Primate
Earth,Early_Earth
Flight_feather,Penelopinae
Flight_feather,Megapodidae
Flight_feather,Aepypodius
Flight_feather,Alectura
Flight_feather,Eulipoa
Flight_feather,Leipoa
Season,Beltane
Season,May_Day
Season,All_Saints%27_Day
Season,St._Brigid%27s_Day
Earth%27s_orbit,History_of_life
Earth%27s_orbit,Nature
Earth%27s_orbit,Cartography
Earth%27s_orbit,Digital_mapping
Earth%27s_orbit,Satellite_imagery
Earth%27s_orbit,Virtual_globe
Chordate,Placozoa
Chordate,Cnidaria
Chordate,Xenacoelomorpha
Chordate,Xenoturbella
Chordate,Acoelomorpha
Taxonomy_(biology),Vegetabilia
Taxonomy_(biology),Plant
Taxonomy_(biology),Fungus
Taxonomy_(biology),Animal
Taxonomy_(biology),Prokaryote
Great_auk,Barcode_of_Life_Data_System
Great_auk,British_Trust_for_Ornithology
Great_auk,EBird
Great_auk,European_Nature_Information_System
Great_auk,Fauna_Europaea
Great_auk,Fossilworks
Great_auk,Global_Biodiversity_Information_Facility
Carboniferous,Arthropleura
Carboniferous,Protodonata
Carboniferous,Dragonfly
Carboniferous,Ephemeroptera
Carboniferous,Palaeodictyopteroidea
Carboniferous,Protorthoptera
Carboniferous,Basal_(phylogenetics)
Bird,Gull
Bird,Hesperornithiformes
Bird,Mosaic_evolution
Bird,Hook-billed_vanga
Bird,Eurasian_golden_oriole
Bird,Sibley%E2%80%93Ahlquist_taxonomy_of_birds
Animal,Cephalisation
Animal,Peristalsis
Animal,Triploblasty
Animal,Organogenesis
Animal,Coelom
Animal,Body_plan
Cambrian,Geologic_time_scale
Cambrian,Cambrian
Megaannum,Dreamtime
Megaannum,Kaal
Megaannum,Kalachakra
Megaannum,Prophecy
Megaannum,Time_and_fate_deities
Megaannum,Wheel_of_time
Megaannum,Immortality
Holocene,Stone_Age
Holocene,Technology
Holocene,History_of_technology
Holocene,Glossary_of_archaeology
Holocene,Lithic_technology
Holocene,History_of_agriculture
Holocene,Neolithic_founder_crops
Penguin,Uropygial_gland
Penguin,Bird_vocalization
Penguin,Bird_intelligence
Penguin,Avian_foraging
Penguin,Sexual_selection_in_birds
Penguin,Lek_mating
Penguin,Seabird_breeding_behavior
Penguin,Brood_parasite
Penguin,Bird_nest
Sun,Gamma_ray
Sun,Neutrino
Sun,Solar_neutrino_problem
Sun,Neutrino_oscillation
Sun,Flavor_(particle_physics)
Sun,Stellar_magnetic_field
Sun,Sunspots
Sun,List_of_solar_cycles
Sun,Solar_phenomena
Earth,Earliest_known_life_forms
Earth,Geological_history_of_oxygen
Earth,Evolution_of_fungi
Earth,Caveasphaera
Flight_feather,Macrocephalon
Flight_feather,Megapodius
Flight_feather,Talegalla
Flight_feather,Numididae
Flight_feather,Vulturine_guineafowl
Flight_feather,Agelastes
Flight_feather,Guttera
Season,Lughnasadh
Season,Hallowe%27en
Season,Chinese_calendar
Season,Solar_terms
Season,Chinese_New_Year
Season,Mid-Autumn_Festival
Season,East_Asia
Season,Lunisolar_calendar
Earth%27s_orbit,World_map
Earth%27s_orbit,Earth_in_culture
Earth%27s_orbit,List_of_sovereign_states
Earth%27s_orbit,Earth_Day
Chordate,Acoela
Chordate,Nemertodermatida
Chordate,Pterobranchia
Chordate,Ecdysozoa
Chordate,Scalidophora
Chordate,Kinorhyncha
Chordate,Priapulida
Taxonomy_(biology),Encyclopedia_of_Life
Taxonomy_(biology),Global_Biodiversity_Information_Facility
Taxonomy_(biology),NCBI_taxonomy_database
Taxonomy_(biology),Interim_Register_of_Marine_and_Nonmarine_Genera
Taxonomy_(biology),Open_Tree_of_Life
Taxonomy_(biology),Catalogue_of_Life
Taxonomy_(biology),Paleobiology_Database
Taxonomy_(biology),Natural_history
Great_auk,INaturalist
Great_auk,Interim_Register_of_Marine_and_Nonmarine_Genera
Great_auk,Integrated_Taxonomic_Information_System
Great_auk,National_Biodiversity_Network
Carboniferous,Dictyoptera
Carboniferous,Cockroach
Carboniferous,Saarbr%C3%BCcken
Bird,Dinosaur_classification
Bird,Sibley-Ahlquist_taxonomy
Animal,Sense_organ
Animal,Hydrostatic_skeleton
Megaannum,Philosophy_of_space_and_time
Megaannum,A_series_and_B_series
Megaannum,B-theory_of_time
Megaannum,Causality
Megaannum,Duration_(philosophy)
Megaannum,Endurantism
Holocene,New_World_crops
Holocene,Ard_(plough)
Holocene,Celt_(tool)
Penguin,Bird_hybrid
Penguin,Origin_of_birds
Penguin,Theropoda
Penguin,Dinosaur
Penguin,Origin_of_avian_flight
Penguin,Evolution_of_birds
Penguin,Darwin%27s_finches
Penguin,List_of_fossil_bird_genera
Penguin,Archaeopteryx
Sun,Heliospheric_current_sheet
Sun,Interplanetary_medium
Sun,Gauss_(unit)
Earth,Ediacaran_biota
Earth,Cambrian_explosion
Earth,Tetrapoda
Earth,Ape
Earth,Phanerozoic
Earth,Proterozoic
Flight_feather,Numida
Flight_feather,Odontophoridae
Flight_feather,Callipepla
Flight_feather,Colinus
Flight_feather,Cyrtonyx
Flight_feather,Dactylortyx
Flight_feather,Dendrortyx
Flight_feather,Odontophorus
Season,Hindu_calendar
Season,Vasanta_(Ritu)
Season,Sharad
Season,Chaitra
Season,Vaishakha
Earth%27s_orbit,World_economy
Earth%27s_orbit,Human_history
Earth%27s_orbit,Time_zone
Earth%27s_orbit,World
Earth%27s_orbit,Planetary_science
Earth%27s_orbit,Formation_and_evolution_of_the_Solar_System
Chordate,Nematoida
Chordate,Nematode
Chordate,Nematomorpha
Chordate,Loricifera
Chordate,Panarthropoda
Taxonomy_(biology),Life
Taxonomy_(biology),Conservation_biology
Taxonomy_(biology),Strain_(biology)
Taxonomy_(biology),Species_description
Taxonomy_(biology),Type_specimen
Great_auk,National_Center_for_Biotechnology_Information
Great_auk,World_Register_of_Marine_Species
Great_auk,Xeno-canto
Great_auk,Great_auk
Carboniferous,Commentry
Carboniferous,Pulmonoscorpius
Carboniferous,Elasmobranch
Carboniferous,Symmoriida
Carboniferous,Petalodont
Carboniferous,Xenacanthida
Carboniferous,Osteichthyes
Carboniferous,Palaeonisciformes
Bird,Ostrich
Bird,Tinamou
Bird,Taxonomic_rank
Bird,Superorder
Animal,Larva
Animal,Cilia
Animal,Helminths
Animal,Embryological_origins_of_the_mouth_and_anus
Animal,Protostome
Animal,Deuterostome
Megaannum,Eternal_return
Megaannum,Eternalism_(philosophy_of_time)
Megaannum,Event_(philosophy)
Megaannum,Multiple_time_dimensions
Megaannum,Perdurantism
Holocene,Digging_stick
Holocene,Domestication
Holocene,Goad
Holocene,Irrigation
Holocene,Secondary_products_revolution
Holocene,Sickle
Holocene,Terrace_(earthworks)
Penguin,Omnivoropterygidae
Penguin,Confuciusornithiformes
Penguin,Enantiornithes
Penguin,Chaoyangiformes
Penguin,Patagopterygiformes
Penguin,Ambiortiformes
Penguin,Songlingornithiformes
Sun,Tesla_(unit)
Sun,Solar_prominence
Sun,Solar_cycle
Sun,Solar_minimum
Sun,Solar_maximum
Earth,Hadean
Earth,Mesoarchean
Earth,Huronian_glaciation
Earth,Cryogenian
Flight_feather,Oreortyx
Flight_feather,Philortyx
Flight_feather,Rhynchortyx
Flight_feather,Phasianidae
Flight_feather,Meleagridinae
Flight_feather,Perdicinae
Season,Jyeshtha
Season,Ashadha
Season,Shraavana
Earth%27s_orbit,Geology_of_solar_terrestrial_planets
Earth%27s_orbit,Location_of_Earth
Earth%27s_orbit,Book:Earth
